date,no,lam,lam_a,lam_sum,form5_w,form5_d,form5_l,form_gf,form_ga,inj_h,inj_a,temp,rain_p,wind,rank_gap,grade,dual,cr_lv,cr_p,zz_p,bs_p,has_alert,h2h_wr,h2h_edge
2026-09-11,003,2.0,1.5,3.5,3.0,2.0,2.0,14.0,6.0,,,21.0,,,13.0,2,1,2,,,8.6,0,,
2026-09-11,004,1.6,0.7,2.3,3.0,1.0,1.0,7.0,4.0,,,15.0,,,12.0,3,0,1,,,,0,,
2026-09-11,005,2.6,1.0,3.6,1.0,1.0,3.0,16.0,5.0,,,17.0,,,1.0,3,0,1,,,9.4,1,,
2026-09-11,006,1.9,1.6,3.5,4.0,1.0,1.0,7.0,10.0,,,18.0,,,5.0,2,1,3,,,,0,,
2026-09-11,007,1.5,0.9,2.4,,,,,,,,17.0,,,,2,1,3,,,,0,,
2026-09-11,008,1.2,1.4,2.6,,,,6.0,11.0,,,22.0,,,,2,1,3,,,,0,0.6,0.4
2026-09-11,009,1.6,1.3,2.9,,,,,,,,19.0,,,,2,1,3,,,,0,,
2026-09-11,010,2.4,0.9,3.3,4.0,1.0,1.0,15.0,6.0,,,20.0,,,14.0,2,1,1,,,,0,,
2026-09-11,011,1.5,0.9,2.4,0.0,1.0,4.0,8.0,8.0,,,32.0,,,20.0,2,1,1,,,,0,,
2026-09-11,012,1.3,1.1,2.4,3.0,1.0,1.0,9.0,6.0,,,18.0,,,7.0,2,1,3,,,,0,,
2026-09-12,001,1.45,1.25,2.7,2.0,1.0,2.0,5.0,4.0,,,27.0,,4.0,,2,1,3,,,,0,,
2026-09-12,002,1.2,1.5,2.7,2.0,3.0,0.0,5.0,2.0,,,28.0,,,,2,1,3,,,,0,,
2026-09-12,003,2.0,0.95,2.95,,,,6.0,4.0,,,27.0,,,,2,1,1,,,,0,0.7,0.7
2026-09-12,004,1.45,1.75,3.2,,,,3.0,7.0,,,28.0,24.0,,,2,1,2,,,,0,0.5,0.4
2026-09-12,005,1.3,1.45,2.75,,,,7.0,8.0,,,22.0,,7.0,,2,1,3,,,,0,,
2026-09-12,006,0.85,1.95,2.8,,,,1.0,7.0,,,27.0,,,,2,1,1,,,,0,,
2026-09-12,007,2.35,1.2,3.55,,,,5.0,1.0,,,24.0,,,,2,1,1,,,6.9,0,,
2026-09-12,008,2.0,1.5,3.5,,,,5.0,0.0,,,25.0,,,,2,1,2,,,,1,,
2026-09-12,009,1.75,1.0,2.75,,,,5.0,2.0,,,21.0,,,,2,1,1,,,,0,,
2026-09-12,010,2.2,1.65,3.85,,,,7.0,1.0,,,22.0,,,,2,1,2,,,9.6,1,,
2026-09-12,011,,,,,,,,,,,25.0,0.0,,,2,1,3,,,,0,0.4,0.3
2026-09-12,012,,,,,,,8.0,7.0,,,23.0,0.0,,,3,0,3,,,6.2,0,0.9,0.9
2026-09-12,013,,,,,,,4.0,5.0,,,21.0,0.0,,,2,1,3,,,,0,0.0,-0.7
2026-09-12,014,,,,,,,0.0,5.0,,,21.0,40.0,,,2,1,3,,,,0,0.75,0.75
2026-09-12,015,,,,,,,4.0,8.0,,,23.0,0.0,,,2,0,3,,,5.1,0,,
2026-09-12,016,0.1,,,,,,6.0,4.0,,,20.0,0.0,,,2,1,3,,,,1,,
2026-09-12,017,,,,,,,5.0,6.0,,,28.0,0.0,,,2,1,3,,,,0,,
2026-09-12,018,,,,,,,8.0,7.0,,,26.0,0.0,,,2,1,3,,,6.5,1,,
2026-09-12,019,0.85,1.75,2.6,,,,3.0,6.0,,,39.0,0.0,,11.0,2,1,3,,,,0,0.154,-0.577
2026-09-12,020,1.1,1.15,2.25,,,,4.0,1.0,,,27.0,0.0,,,2,1,3,,,,0,,
2026-09-12,021,2.2,1.0,3.2,,,,31.0,26.0,,,15.0,0.0,,,2,1,3,,,4.46,0,0.514,0.2
2026-09-12,022,1.75,1.2,2.95,,,,0.0,5.0,,,24.0,0.0,,10.0,2,1,3,,,,0,,
2026-09-12,023,,,,,,,4.0,6.0,,,22.0,0.0,,,2,1,3,,,6.53,0,,
2026-09-12,024,1.8,0.8,2.6,,,,6.0,5.0,,,24.0,0.0,,9.0,3,0,3,,,,0,,
2026-09-12,025,0.45,2.5,2.95,,,,0.0,11.0,,,31.0,0.0,,17.0,3,0,3,,,,0,,
2026-09-12,026,1.35,2.2,3.55,,,,11.0,9.0,,,20.0,0.0,,2.0,3,0,3,,,,0,,
2026-09-12,027,1.3,0.8,2.1,3.0,1.0,1.0,,,,,21.0,0.0,1.0,,2,1,3,,,,0,0.536,0.179
2026-09-12,028,1.35,1.3,2.65,,,,,,,,22.0,0.0,2.0,,2,1,3,,,,0,0.0,0.0
2026-09-12,029,0.8,1.7,2.5,,,,10.0,1.0,,,18.0,0.0,4.0,,3,0,2,,,,0,,
2026-09-12,030,,,,4.0,1.0,3.0,4.0,8.0,,,28.0,0.0,,11.0,3,0,3,,,,0,0.4,0.3
2026-09-13,001,1.35,1.15,2.5,2.0,1.0,2.0,5.0,5.0,0.0,0.0,25.0,,3.0,,2,1,1,,8.9,,0,,
2026-09-13,002,2.2,1.35,3.55,3.0,,,13.0,9.0,0.0,0.0,24.0,0.0,2.0,,3,0,1,,5.6,,0,,
2026-09-13,003,1.35,1.05,2.4,0.0,3.0,2.0,2.0,5.0,,,33.0,0.0,2.0,2.0,2,1,1,,8.6,,0,0.333,-0.167
2026-09-13,004,1.85,1.15,3.0,3.0,1.0,1.0,12.0,4.0,,,17.0,4.0,3.0,15.0,2,1,1,,,5.2,0,0.476,0.095
2026-09-13,005,1.55,1.15,2.7,1.0,2.0,2.0,5.0,7.0,,,13.0,73.0,3.0,,2,1,1,,,,1,0.259,-0.155
2026-09-13,006,1.65,1.05,2.7,1.0,2.0,2.0,7.0,9.0,,,19.0,7.0,4.0,,2,1,1,,,5.6,0,1.0,1.0
2026-09-13,007,1.3,1.0,2.3,1.0,1.0,3.0,4.0,9.0,,,27.0,0.0,7.0,,2,1,1,,7.9,,1,0.4,0.3
2026-09-13,008,1.75,0.95,2.7,2.0,2.0,1.0,8.0,6.0,,,21.0,14.0,6.0,,3,0,1,,,,1,0.429,0.214
2026-09-13,009,2.05,0.85,2.9,2.0,0.0,3.0,12.0,10.0,,,20.0,6.0,5.0,,3,0,1,,,4.0,0,0.75,0.625
2026-09-13,010,0.85,2.35,3.2,1.0,2.0,2.0,5.0,6.0,2.0,3.0,29.0,0.0,5.0,,3,0,1,,,5.4,0,0.107,-0.679
2026-09-13,011,1.15,2.15,3.3,1.0,2.0,2.0,8.0,10.0,1.0,7.0,17.0,0.0,2.0,,2,1,3,,,6.1,1,0.091,-0.636
2026-09-13,012,1.35,1.45,2.8,2.0,2.0,1.0,9.0,8.0,2.0,6.0,28.0,0.0,2.0,,2,1,2,,,,0,0.4,0.0
2026-09-13,013,1.35,1.75,3.1,2.0,1.0,2.0,13.0,10.0,5.0,1.0,21.0,1.0,2.0,,2,1,3,,,,1,0.395,-0.07
2026-09-13,014,1.1,2.3,3.4,4.0,1.0,,16.0,9.0,2.0,1.0,18.0,43.0,5.0,,3,0,1,,,5.8,0,,
2026-09-13,015,1.55,1.05,2.6,2.0,1.0,3.0,11.0,8.0,7.0,6.0,29.0,0.0,4.0,,2,1,1,,,,0,0.545,0.273
2026-09-13,016,1.25,1.35,2.6,2.0,1.0,2.0,6.0,5.0,6.0,2.0,33.0,0.0,1.0,,2,1,1,,,,0,0.6,0.5
2026-09-13,017,2.3,0.75,3.05,5.0,1.0,1.0,15.0,3.0,1.0,3.0,32.0,0.0,4.0,,3,0,1,,,,0,0.846,0.769
2026-09-13,018,2.45,0.85,3.3,4.0,1.0,2.0,17.0,5.0,6.0,1.0,18.0,24.0,2.0,,3,0,1,,,5.0,0,0.85,0.8
2026-09-13,019,1.15,1.45,2.6,2.0,2.0,1.0,9.0,6.0,6.0,8.0,23.0,1.0,2.0,,2,1,1,,7.4,,0,0.154,-0.538
2026-09-13,020,1.2,1.7,2.9,1.0,3.0,1.0,8.0,9.0,2.0,0.0,18.0,6.0,2.0,,2,1,3,,,,1,0.0,-0.917
2026-09-13,021,1.3,1.4,2.7,2.0,1.0,2.0,6.0,8.0,2.0,1.0,22.0,6.0,1.0,,2,1,1,,7.8,,0,0.167,-0.444
2026-09-13,022,0.85,2.2,3.05,0.0,3.0,2.0,4.0,6.0,1.0,5.0,26.0,0.0,1.0,,3,0,1,,,,0,0.118,-0.588
2026-09-13,023,1.85,0.95,2.8,4.0,1.0,3.0,9.0,2.0,2.0,7.0,21.0,76.0,4.0,,2,1,1,,,,0,0.432,0.114
2026-09-13,024,1.45,1.55,3.0,0.0,4.0,1.0,9.0,10.0,3.0,2.0,21.0,15.0,4.0,9.0,3,1,1,,,5.5,0,0.325,0.0
